JS2gene,F.halapii_gene,F.major_gene,F.muscicola_gene,F.pepsitadii_gene,F.thermalis_gene,F.welwii_gene
kdpB_5,trpD2_3,NA,moaA_5,barS1_2,NA,pyk_2
kdpC_2,kynB,NA,slyA,rcsC_59,NA,gpmA_2
rhaS_4,ctaE_2,NA,emrA_2,rhlB,NA,sbpA_2
linC,ctaD_2,NA,entS_3,miaB,NA,valS
iolS_3,ctaA,NA,emrB,ddl,NA,mtnP
lipM,ctaB_2,NA,acyP,lipA,NA,sasA_32
phrA,COQ5_12,NA,auaG,gpsA,NA,aviRb
tuaB,kefC_2,NA,petF,sigA2_4,NA,murAA
mshA_30,cph2,NA,glnA_2,zur_2,NA,htpX_5
iolG_3,desV_2,NA,apcD_4,cobN_2,NA,ycf3_17
cysE_4,crcB,NA,tlyA,rcsC_60,NA,murT
COQ3_6,msrA,NA,psbA3,sasA_48,NA,macB_5
tagA_2,sadH,NA,era_2,pcrA,NA,btuD_24
xynZ_3,pknD_29,NA,rcsC_53,cph1_4,NA,fdtC
plqA,rffG,NA,der_2,ephB,NA,iolG_4
ppx,fdhD,NA,bepA_6,pdxH_2,NA,desV_3
pknD_44,regX3_2,NA,vapC_3,dapH_4,NA,dapH_3
dxs_2,sasA_34,NA,hpnP_2,glgE,NA,wbgU_2
ackA,mfppA_2,NA,yojI_1,bglA,NA,per
gpmA_1,mshA_32,NA,arnC_11,hrcA,NA,mshA_30
tal_3,mprA_4,NA,cutA,aroC,NA,rfbE
kefB_5,rcsC_42,NA,algA,ghrB,NA,mshA_31
argD_2,surA_2,NA,fosB,glgA_1,NA,mshA_32
opuCC,hlyD_4,NA,cysO,glgP_2,NA,mshA_33
mshA_31,btuD_23,NA,trpB_2,dapH_5,NA,mshA_34
btuD_21,purU,NA,prk_1,psbI,NA,novN
arnC_10,btuD_24,NA,CARKD,lptD_2,NA,sufS
xseB,tycC_8,NA,efp,slmA_1,NA,alkJ
xseA,trmR_1,NA,accB,sfnC,NA,alr2
recA,ftsH3,NA,ziaR_1,apc3,NA,gltA
spkB_3,hpnP_2,NA,eda,COQ3_7,NA,ndhA
smtA,mtnN,NA,yffB,apc4,NA,ndhI_3
hemL_2,ycf3_12,NA,rssB_12,ispH,NA,nuoK
hisI,btuF,NA,sasA_37,rsxD,NA,nadK_2
phoP_10,prtS,NA,uppP,dltA_1,NA,yabJ_2
ppaX,nadC,NA,livH_2,tcmN,NA,bepA_4
hpd,nhaP2_2,NA,bioF,htpX_3,NA,fas5
ecfT_3,dppB_2,NA,ruvA,murAA,NA,leuA_2
der_2,cpoB_14,NA,mfppA,aviRb,NA,pknD_43
tpm,pknD_30,NA,ndhB_3,rcsC_61,NA,sseA
gpmA_2,sgrR_2,NA,mtcA2_2,osmC,NA,mnmC
pyrC_2,psbB,NA,ndhD1_5,ppk_2,NA,rcsC_48
nadA,psbT,NA,thyX,ycf3_10,NA,glmU
hmo,rpsA_2,NA,ybdK,cas1_2,NA,pyrD
liaR_4,gph_4,NA,pepE,cas1_3,NA,cobO
arnT_3,dnaJ_7,NA,fabG_6,cas2_2,NA,hisA
rcsC_48,clpP_2,NA,sasA_38,egtB_4,NA,steT
kaiA,clpP_3,NA,rcsC_54,glmS,NA,rlmD
kaiB_2,arnT_2,NA,tmk,psaC,NA,sphR_2
kaiC,clcB,NA,sasA_39,fmt_2,NA,sphS
rcsC_49,iscR,NA,mshA_36,minE,NA,phoU
rcp1_7,cobD_2,NA,ydeP,minD_4,NA,cysR_1
sasA_39,pyrR,NA,phoP_10,minC,NA,dpnM_2
gerN,pknD_31,NA,rssB_13,denK,NA,COQ3_6
kefB_6,dhaAF,NA,tsaE,ycf3_11,NA,arnC_11
yadH,ppk_2,NA,ruvC,cobO,NA,bepA_5
estP,vraR_2,NA,aqpZ_2,yybR,NA,gtaB
lacF_3,cheB_4,NA,mprA_4,rsmB,NA,galK
glsA2,rsgA,NA,tcrY,mtgA_3,NA,leuS
psaA_3,dnaJ_8,NA,prsA_2,nudF_1,NA,kefB_6
psaB1_2,dnaK_3,NA,btuD_24,cymR,NA,engB_2
cynS,grpE,NA,rcsC_55,cysK1_1,NA,ldhA
pvuIIM,pilT_2,NA,tenA,dnaJ_6,NA,ppsA_3
COQ5_16,epsF,NA,dapL_2,valS,NA,yloB
phoP_11,ompA_2,NA,trxB,tolB_15,NA,pfp_1
fbiC_2,mutS2,NA,sasA_40,psbA1_3,NA,ntcA
psbA3_4,trxA_1,NA,purL,hemH_2,NA,fabI
cpcG4_1,pepA,NA,purF,COQ5_17,NA,hisB
cpcG4_2,rcsC_43,NA,ribD_2,mazF9_2,NA,cpoB_17
cpcG2,sasA_35,NA,rcsC_56,menH_5,NA,hlyD_2
cpcG1,mprA_5,NA,iolG_5,frbC,NA,cysR_2
cpcF,nadK_2,NA,rnc_1,cysE_1,NA,aplIR
cpcE,petM,NA,hom,tdh,NA,sigB
cpcD,pdxA2,NA,petH,yhjQ_2,NA,dusA
cpcC,glpE_2,NA,prk_2,groL1_2,NA,menB
cpcA,rnd_3,NA,metK_1,groS_2,NA,ycf3_18
cpcB,murE,NA,rcsC_57,atpH_2,NA,vapC_2
pecF,sasA_36,NA,nrgA,hhoA_2,NA,cpoB_18
pecE,garK,NA,ispH,dnaK2_3,NA,trxB
pecC,sasA_37,NA,amtB,hspA_4,NA,alaC
pccA,dpnM_2,NA,purE,bshA_4,NA,tenA
pccB,btuD_25,NA,nagA,hspA_5,NA,gfo
rluD,rpsT,NA,chlM,bglB,NA,rcsC_49
patA_3,dtd3,NA,egtC,pntA_2,NA,ydcV
nasF_2,rpoB,NA,egtB_5,pntB_2,NA,egtB_8
murJ,rpoC,NA,egtD,pknD_29,NA,betA
tagU_2,rpoC2,NA,ilvC,lip1_2,NA,alaS
manC1,hisD_2,NA,iolS_3,csm3,NA,rbgA
rsmB,ubiD,NA,mprA_5,csm4,NA,pknD_44
mtgA_2,rimM,NA,hisG,gph_4,NA,gabD1
nudF,isiB_3,NA,cmoA,susA_2,NA,budB
cymR,gap1,NA,leuA_2,hcaB_8,NA,lacF_3
cysK1_3,tal_4,NA,aroF_4,mshA_33,NA,nucH_1
dnaJ_8,anmK,NA,dnaJ_8,xynZ,NA,petF_2
mnmA,spkA_2,NA,yeeZ,tarA,NA,auaG
arsC_2,scpB,NA,gltX,mshA_34,NA,iscS_3
rcsC_50,ispD,NA,ftsH2_2,aspS,NA,phoP_12
norR,rfaQ,NA,gpsA_1,htpX_4,NA,rcsC_50
fas5,bepA_6,NA,pytH,pcxA_4,NA,rcsC_51
kefC,malQ_1,NA,malQ_2,COQ5_18,NA,dedA
lpxG_2,yabJ,NA,glgX,hoxH,NA,apnhaP_2
metH,vte5,NA,treZ,hoxY,NA,fabG_6
argS,yidD,NA,thiD,hoxU,NA,lnrL_3
ctaE_3,cpoB_15,NA,rpsN,rsxC,NA,cas4-cas1_1
ctaD_4,COQ5_13,NA,aat,sodA2,NA,cas1_1
ctaA,glnA,NA,walR_3,msrB,NA,cas2_1
ctaB_2,apcD_2,NA,isiB_1,pckA,NA,icfA_2
COQ5_17,tlyA,NA,psbC_2,arnB_2,NA,acuR
rtcB_2,kdpB_3,NA,psbC_3,mshA_35,NA,arnE_2
pipB2_3,kdpC_2,NA,acsA_2,pyrB,NA,bchE_2
fprB,kdpD,NA,acs_2,purT,NA,gpmA_3
livF_2,ligA,NA,xfp_2,ccsB,NA,mshA_35
phoP_12,eis,NA,msrQ_2,dsbD_2,NA,bacC_3
rcsC_51,yhbE,NA,iolS_4,tolB_16,NA,gmhB
cobS,dfa3_2,NA,ynfM,pstB,NA,hldE
tgt,dfa5_2,NA,fenF,pstA_2,NA,rfaF_1
psbK,ggt,NA,yidA_2,pstC1,NA,rfaF_2
psbM,cpdA_3,NA,acpP_2,sphX_2,NA,nrtA
hepT,flhA,NA,acpS,ycf3_12,NA,cmpC_3
murI,ppsA_2,NA,fabH_2,mutS,NA,cmpB_3
nhaS3_3,pmt,NA,dmlR_1,selU,NA,cmdD
styA,cph1_4,NA,choA_2,susA_3,NA,dltA_1
ptlI,rcp1_8,NA,hcaB_5,tvaII,NA,cmoM_3
rnhA_2,sasA_38,NA,flp,rpoZ,NA,petD_3
rpmA,trmB,NA,xerC_3,xerC_4,NA,petB_3
ribD_1,cpdA_4,NA,znuB,cbpA_2,NA,hcnC_2
mreB,accC,NA,ziaR_2,glgC,NA,pvdA
fabG_3,psbX,NA,znuC,def_2,NA,dat
tagO,tolB_7,NA,znuA,ftsX,NA,metG_2
groL2,tolB_8,NA,cpoB_12,aat,NA,pncB2_2
corA,recN,NA,actP,rpsN,NA,ctcP
rnc_2,ubiB_4,NA,ycf3_14,nth,NA,leuA_3
iolG_4,smc_5,NA,rnd_3,mmpA,NA,dltA_2
rcsC_52,hisI,NA,psbA2_2,azoR,NA,tycB
ribD_2,hemL_2,NA,hemF_2,rhaR_4,NA,asnO
rcsC_53,phrB,NA,hemN_2,serS,NA,lgrD_2
aldH1_2,mnmG,NA,czcA_1,sasA_49,NA,hemL_3
cph2_2,mnmE_1,NA,mdtA_6,smc_4,NA,ggt_2
yedY1_2,perA,NA,htrA_3,infC_2,NA,sasA_33
alsD,yojI_6,NA,pknD_36,ettA,NA,aroF_3
rnjA,ugtP,NA,glgP_2,acuC,NA,mmcR
dapA,glf_3,NA,hpnP_3,gshA_2,NA,prnD_1
asd,entS_4,NA,trpS,trmL,NA,prnD_2
tig,trxA_2,NA,yitJ,clpC1,NA,prnD_3
clpP_5,yfcG_3,NA,COQ5_12,ppsA_3,NA,prnD_4
clpX,nemA_2,NA,lolD,pmt,NA,ispH_2
clcD,nox,NA,aaeA,cph1_5,NA,vraR_2
rpsA_2,tmk,NA,acpP_3,rcp1_8,NA,rcsC_52
ndoA,cat,NA,pksE_2,sasA_50,NA,gpmB_2
crtI_2,ycf3_13,NA,auaH_4,gph_5,NA,trpD2_2
mkl,pknD_32,NA,yojI_2,ndbB_3,NA,trpB_3
mshA_32,recQ,NA,pknD_37,iscS_1,NA,trpA_2
cpnA,czcA,NA,cheB_7,queA_2,NA,trpC_2
gmhB,mdtA_4,NA,lipA2,ycf3_13,NA,menF_2
hldE,tcrA_4,NA,livH_3,ktrA,NA,aroF_4
rfaF,sasA_39,NA,arcB_2,ktrB,NA,ispG_2
pimB_2,rnz,NA,sphR_2,cpoB_22,NA,dxs_3
dagK,cpoB_16,NA,sphS,cysG_2,NA,novQ
rcsC_54,ctaE_3,NA,phoU,coaE,NA,ptlD
tmk,ctaD_3,NA,cysR_2,tldD_2,NA,dxr_2
nox,fdxB,NA,COQ3_5,hcaR_4,NA,coaE_2
nemA_2,frbC_2,NA,arnC_12,apcB_3,NA,COQ5_15
yfcG_2,rcsC_44,NA,fbiC_2,psbC_3,NA,pfp_2
trxA_2,cheB2,NA,fcl,dapF_2,NA,prnA
entS_4,cheR_2,NA,gmd_2,iscS_2,NA,ebrB
htrA_5,rcsC_45,NA,mshA_37,rcsC_62,NA,ksi
pknD_45,undec1A,NA,pgsA,rcsC_63,NA,linC
gabD1,estB_2,NA,aspA,sufS,NA,livQ_3
budB,purH,NA,cpoB_13,xseB,NA,ndbB_4
rcsC_55,purB,NA,cpoB_14,xseA,NA,ftsH_4
gabR,dhaA_2,NA,fabG_7,recA,NA,lnrJ
pdxJ_2,glgB,NA,yhgF,spkB_3,NA,soj_2
gutB_2,yacL,NA,rip3_2,smtA,NA,spo0J
egtB_5,hemW,NA,yqeN,hemL,NA,psbA2_3
pknD_46,clpS_2,NA,fmt,hisI,NA,macA_2
hspA_4,hisC,NA,lptB_3,mdrP,NA,yknY_3
amiB2,bchE_2,NA,lptA,phoP_10,NA,hdc_3
mtnN,msrB,NA,ftrC,ppaX,NA,mbtH
alaS,metH,NA,typA,panD,NA,hemL_4
rbgA,pucG,NA,prs,ppa_2,NA,lgrD_3
epsN,pknD_33,NA,pknD_38,aspA,NA,lgrD_4
rmlD,bamA_5,NA,bioD1,pgsA,NA,tycC_2
obg,cobL,NA,scmP_2,mshA_36,NA,grsB
sir_3,kmo_2,NA,ilvH,gmd_3,NA,ectB
upp_2,leuA_2,NA,mobA_2,fcl,NA,lgrD_5
crtNb,ftsH2_2,NA,ble,ygfA,NA,lgrD_6
prsA,sasA_40,NA,clpP_3,araQ_2,NA,lgrD_7
btuD_22,nhaP2_3,NA,rnr_2,wcaJ_2,NA,btuB_2
luxQ,petB_3,NA,ubiX,potF,NA,yfiY
cheB_6,cheR1,NA,csm3,ycf3_14,NA,yusV
cheB_7,cheB1,NA,csm4,ribE,NA,yfhA
gsiA_2,cheW,NA,murQ,birA,NA,yfiZ
oxyE,cheY,NA,panC/cmk,exsA,NA,btuD_25
ugpC,rcsC_46,NA,rlpA_2,amiB2,NA,lagD_2
cysS,nifJ,NA,uvrA,rcsC_64,NA,higB
yciC,crtN_2,NA,hdc,btuF,NA,higA
dtd,cpoB_17,NA,ureC,prtS,NA,xerC_3
moaB,tldD_3,NA,ureB1,dsdA,NA,sigA2_5
rhlB,pmbA_2,NA,aqpZ_3,mtfA,NA,lnrK_2
sat,pyrB,NA,hcaB_6,todB_1,NA,htrA_5
lyr,IMPDH_2,NA,cefD_2,fetB_2,NA,xerC_4
arnT_4,gatA_2,NA,ecfA1,fetA,NA,dnaB_2
ycf3_11,ecfA2_2,NA,deoC2,btuC,NA,xerD_2
gatD,pcyA,NA,recO,yusV,NA,xerC_5
prfB,yknY_5,NA,mshA_38,hcaB_9,NA,egtB_9
ybeY,rcsC_47,NA,recR,mbtH,NA,nucH_2
dgkA,rcsC_48,NA,tatAy,dltA_2,NA,soj_3
pyrG,ycf3_14,NA,cphA,panP_1,NA,yvgN
pkwA_2,mutS,NA,cphB_2,panP_2,NA,yhbO_2
yjiA_2,amiC,NA,trmD,lgrB_1,NA,rcsC_53
mnmE_2,livH_2,NA,ispF,ectB,NA,rcsC_54
sasA_40,lptB_4,NA,larB,lgrB_2,NA,xerC_6
sasA_41,livF_3,NA,argH,lgrB_3,NA,auaH_6
pcrA_2,folD,NA,sasA_41,xerC_5,NA,recD2_1
bamHIM,pdxJ,NA,copR,xerD_3,NA,relA_2
bamHIR,gsiA_2,NA,czcR,gltI_2,NA,hspA_2
ywnH,glsA1,NA,tuaD_2,inhA,NA,arfB_1
gpt,rlpA_2,NA,murG_2,ybhR_2,NA,fabG_7
yagG,panC/cmk,NA,murG_3,ybhS_2,NA,glgX_3
cpcS1,murQ,NA,mshA_39,ybhF,NA,mntH_2
petB_2,PAD1,NA,btuD_25,emrA,NA,sasA_34
petD,rnr_2,NA,cpoB_15,betI_3,NA,pstS_4
rsbW,clpP_4,NA,pknD_39,ycf3_15,NA,mshA_36
ssrA,mobA_2,NA,atpD,ymdB,NA,mdtA_7
atpG_1,ilvH,NA,atpC,pknD_30,NA,bepE_3
atpA,scmP_2,NA,pknD_40,vapC_4,NA,ltxD_3
atpH,bioD1,NA,cydA_2,noc_2,NA,btuD_26
atpF,pknD_34,NA,adhA,ftsH_4,NA,rhaS_3
atpG_2,prs,NA,icfA,xerC_6,NA,tolB_10
atpE,pdxH_1,NA,clpB1_3,sigA2_5,NA,xerC_7
atpB,cugP_3,NA,ybhR,rcsC_65,NA,sigA2_6
comB_2,speA_2,NA,ybhS,rcsC_66,NA,stp_2
apcE_2,ndk,NA,ybhF,cheB_6,NA,sasA_35
apcA,argB,NA,cbpA,ompA_2,NA,tcrA_2
apcB_2,pknD_35,NA,dnaK2_4,ssuC_2,NA,mco
apcC,pknD_36,NA,hspA_5,rutB_2,NA,copB
prmC_2,sucD,NA,rssB_14,csaA,NA,gloB_2
rcsC_56,fetB_2,NA,sasA_42,gntR,NA,czcA
rutB_2,desV_3,NA,tcrX,fabG_4,NA,lolD_2
ftsW_2,atzE,NA,phoP_11,ilvB_2,NA,ndhH_2
galE,msmX,NA,clcB_1,COQ5_19,NA,tolB_11
yheI,sugB,NA,hpf_2,murG_3,NA,mmaA4
relK,lnt,NA,guaB,msbA,NA,dltA_3
yefM,gyrA_1,NA,zwf1,pkwA_5,NA,dltA_4
clpC_2,rcsC_49,NA,amyS,pkwA_6,NA,parA
der_3,amyX,NA,lon2_2,soj_2,NA,noc_2
bepA_5,lpdA,NA,ubiB_4,noc_3,NA,rcsC_55
hpnP_3,trpC_3,NA,groL1_2,noc_4,NA,degU_3
yojI_2,btuD_26,NA,groS_2,soj_3,NA,dnaB_3
galT,gsiC,NA,ftsH4_3,hxlR_2,NA,higB-1
phoP_13,apt,NA,cpoB_16,fabL_2,NA,ybaQ_2
rcsC_57,mtgA_4,NA,pipB2_4,mhqR,NA,cas2b
rcsC_58,lspA,NA,rocA,pcpF,NA,cas1_2
dfa1,pstC,NA,rcsC_58,csd_2,NA,xerC_8
dfa5_3,pstA_3,NA,btuF_2,xerC_7,NA,rhlE_2
aroE,pstB,NA,prtS,pal_4,NA,smc_5
menH_9,larE,NA,ntcA,xerC_8,NA,der_3
iolS_4,rcsC_50,NA,fabI,xerD_4,NA,tolB_12
nanE,livH_3,NA,hisB,todF,NA,hdhA
rcsC_59,psaX,NA,glyQ,dnaC,NA,fabH_3
cobN_2,lipA2,NA,pipB2_5,dnaB,NA,ilvB_2
fur_2,mprA_6,NA,divK_3,xerC_9,NA,tolB_13
sigA2_3,pknD_37,NA,mshA_40,sphX_3,NA,xerC_9
gpsA,baiN,NA,mshA_41,psbA3_4,NA,ftsH_5
lipA,comB,NA,ecfA2_2,lgrD_4,NA,tolB_14
dnaJ_9,mtnB,NA,phoP_12,lgrB_4,NA,cas1_3
dnaK_3,mtnX,NA,rcsC_59,xerC_10,NA,dnaN_2
grpE_2,mtnD,NA,aroE,cckA,NA,hspA_3
lytC,mrdA,NA,menH_10,vapC_5,NA,arfB_2
arnC_11,nfuA_2,NA,iolS_5,yyaP,NA,cas2_2
srrA_2,rcsC_51,NA,nanE,yhaZ,NA,cas4-cas1_2
ndhM,lepA,NA,rcsC_60,pldh-t,NA,devS
yhbO,amtB,NA,cobN_2,corA_2,NA,devR_2
pepP_2,purE,NA,fur_2,lgrD_5,NA,devT
petF_2,nagA,NA,sigA2_4,mmgC,NA,cas3
petJ_5,chlM,NA,gpsA_2,mmgB,NA,cas6
iolS_5,egtD_2,NA,lipA,ppsE,NA,pipB2_5
wbpA,ilvC,NA,grpE_2,lgrD_6,NA,egtB_10
iolG_5,iolS_2,NA,arnC_13,btuB_2,NA,egtB_11
wbpD,tcrA_5,NA,srrA,yfiY,NA,noc_3
desV_3,hisG,NA,ndhM,rarA,NA,cpoB_19
arnE_3,cmoA,NA,yhbO,COQ5_20,NA,aspC_2
arnE_4,cydB,NA,pepP_1,slmA_2,NA,mrsA
ppm1_2,appC,NA,btuD_26,nrtD_2,NA,xerD_3
wbpI,cysC_2,NA,oleB,ssuC_3,NA,recD2_2
hepA_4,lapB,NA,cmpA,COQ5_21,NA,gph_6
mshA_33,spoIIAA,NA,cmpB_2,leuS_3,NA,xerD_4
mshA_34,rssB_11,NA,cmpC_4,pld1,NA,xerC_10
COQ3_7,iolG_2,NA,cmpD_3,rhaS_3,NA,dap
mshA_35,map_2,NA,bicA_3,bacC_3,NA,rapA_4
mshA_36,tolB_9,NA,nhaS3_3,azoB_2,NA,noc_4
COQ5_18,mshA_33,NA,hutZ,dmlR,NA,xerC_11
dapH_2,mshA_34,NA,yajO_2,egtB_5,NA,soj_4
tldD_3,dhaA_3,NA,dps_3,xerC_11,NA,rapA_5
pmbA,treZ,NA,cysG,rip3_3,NA,xerD_5
mshA_37,glgX_3,NA,dapL_3,fgd_1,NA,NA
cysA_2,ycf3_15,NA,luxQ,fgd_2,NA,NA
purT,htpX_5,NA,merA_2,pstS_2,NA,NA
sasA_42,murAA,NA,blh,cga,NA,NA
rcp1_8,aviRb,NA,psb28_2,isiB_2,NA,NA
cph1_5,murT,NA,cysL,htrA_5,NA,NA
spkC_3,mtnP,NA,sasA_43,phoP_11,NA,NA
yrrB,sasA_41,NA,tcrA_2,catD,NA,NA
pknD_47,miaA,NA,pgmB,todS_2,NA,NA
yqjG_2,gyrB,NA,COQ5_13,ecfT_2,NA,NA
gatC,rpoD_2,NA,fabF_2,ykoD,NA,NA
ycf3_12,gyrA_2,NA,ycf4,rssB_17,NA,NA
yedK,divK_2,NA,psbC_4,dap,NA,NA
yfcG_3,cpoB_18,NA,pknD_41,yhhT_4,NA,NA
crtI_3,mdtA_5,NA,rnc_2,mscS_2,NA,NA
ydhR,macB_5,NA,dnaJ_9,xerC_12,NA,NA
bphA3,yknY_6,NA,clpP_4,csbC,NA,NA
nrtD_2,bamA_6,NA,clpP_5,COQ5_22,NA,NA
aprA,pdxH_2,NA,arnT_3,btuD_27,NA,NA
rcsC_60,rssB_12,NA,clcB_2,rhaS_4,NA,NA
walR_5,ompR,NA,iscR,betB,NA,NA
apbC_2,patA_5,NA,cobD_2,ltrA_2,NA,NA
yafP,dapH,NA,pyrR,slyA,NA,NA
mtgA_3,hrcA,NA,COQ5_14,nifJ_2,NA,NA
yfhM,hcaB_3,NA,pepP_2,pyrD_2,NA,NA
sasA_43,cpoB_19,NA,COQ3_6,recB,NA,NA
glnQ_4,psaE,NA,nit1,rssB_18,NA,NA
mltF,mutM,NA,coaD,menG,NA,NA
wcaJ,ndhO,NA,lgt_2,xfp,NA,NA
sigA2_4,mdh,NA,cpoB_17,vapC_6,NA,NA
ndhB_3,bshA_4,NA,fusA_2,COQ5_23,NA,NA
topA_2,murG_2,NA,livF_3,petC_1,NA,NA
aroQ,murG_3,NA,lnrL_3,phnE,NA,NA
yqgF,mprA_7,NA,gap1,glnQ_3,NA,NA
sasA_44,sasA_42,NA,dnaE,mazG,NA,NA
menB,fni,NA,dctA,styD,NA,NA
ftsH_4,sppA_2,NA,recN,petC_2,NA,NA
dusA,chlL,NA,ubiB_5,proA_2,NA,NA
sigB,chlN,NA,rutB_3,pstS_3,NA,NA
cysR_2,valS,NA,aatB,pknD_31,NA,NA
cysW,malQ_2,NA,metK_2,dagK,NA,NA
cysT,vapC_4,NA,dhpH,mdtK,NA,NA
sbpA,typA,NA,dmlR_2,rhaS_5,NA,NA
dhaL,pipB2_6,NA,crnA,hemC,NA,NA
dhaK,lutA,NA,uvsE,glgA_2,NA,NA
ctpC,sasA_43,NA,dnaK_2,apaH_2,NA,NA
def_2,yqgF,NA,rcsC_61,bepA_4,NA,NA
NA,upp_2,NA,bamA_5,lip3,NA,NA
NA,ribA,NA,tfdS,btuD_28,NA,NA
NA,mshA_35,NA,cnrA_1,tagA,NA,NA
NA,rplS,NA,merR1_2,degU_5,NA,NA
NA,nusG,NA,sigA2_5,spoIIAB,NA,NA
NA,rplK,NA,sigA2_6,xerD_5,NA,NA
NA,rplA,NA,cnrA_2,xerC_13,NA,NA
NA,rplJ,NA,cusA,dxs_2,NA,NA
NA,rplL,NA,czcA_2,mtnA,NA,NA
NA,pknD_38,NA,mdtA_7,pknD_32,NA,NA
NA,pknD_39,NA,isiB_2,argS,NA,NA
NA,ysnE,NA,garB_2,cysS,NA,NA
NA,betI,NA,yhjQ,yciC_3,NA,NA
NA,mtnA,NA,dbpA_4,dtd,NA,NA
NA,dxs_3,NA,rcsC_62,moaB,NA,NA
NA,hemE,NA,arlR_3,ilvC,NA,NA
NA,ptrB,NA,sigA2_7,iolS_3,NA,NA
NA,malE,NA,sigA2_8,chlN,NA,NA
NA,crtX,NA,ziaR_3,chlL,NA,NA
NA,ykfA,NA,ziaA,ycf3_16,NA,NA
NA,era_2,NA,pcxA_2,gcvT_2,NA,NA
NA,liaR_3,NA,mdtB,gcvH,NA,NA
NA,aroA1,NA,czcA_3,gcvP,NA,NA
NA,cefD_2,NA,sigA2_9,pds_3,NA,NA
NA,gldA,NA,cnrA_3,era_4,NA,NA
NA,dapL_2,NA,mdtF,xerD_6,NA,NA
NA,acr3,NA,mdtA_8,xerC_14,NA,NA
NA,arsH,NA,mprF_2,zupT,NA,NA
NA,arsC,NA,ybhN,ydfG,NA,NA
NA,mnmE_2,NA,kimA,murG_4,NA,NA
NA,sasA_44,NA,sigA2_10,sasA_51,NA,NA
NA,cobK,NA,sipT_3,davT,NA,NA
NA,cbiD,NA,clcA_2,aldHT,NA,NA
NA,rpiA,NA,crcB_2,COQ5_24,NA,NA
NA,mbhA,NA,bamA_6,iolA,NA,NA
NA,rsmG,NA,sphR_3,ipdC,NA,NA
NA,cbiC,NA,sphR_4,crp,NA,NA
NA,dapB,NA,ilvD,oxyT,NA,NA
NA,thiD,NA,sphR_5,trmR_2,NA,NA
NA,malP,NA,cysK1_4,mnmE_2,NA,NA
NA,stp,NA,mshD_2,cpg2,NA,NA
NA,trmR_2,NA,NA,kaiB_3,NA,NA
NA,hxlR,NA,NA,ispG,NA,NA
NA,ddpX,NA,NA,thrB_2,NA,NA
NA,iolG_3,NA,NA,hhoB,NA,NA
NA,yjcG,NA,NA,scpB,NA,NA
NA,queF,NA,NA,ispD,NA,NA
NA,ccsB,NA,NA,rfaQ,NA,NA
NA,dsbD,NA,NA,bepA_5,NA,NA
NA,pknD_40,NA,NA,malQ_2,NA,NA
NA,mdtC_3,NA,NA,yabJ,NA,NA
NA,macA,NA,NA,bepA_6,NA,NA
NA,cpeS2,NA,NA,rcsC_67,NA,NA
NA,dfa5_3,NA,NA,rcp1_9,NA,NA
NA,NA,NA,NA,rcsC_68,NA,NA
NA,NA,NA,NA,rcsC_69,NA,NA
NA,NA,NA,NA,pknD_33,NA,NA
NA,NA,NA,NA,cheB_7,NA,NA
NA,NA,NA,NA,lipA2,NA,NA
NA,NA,NA,NA,psaX,NA,NA
NA,NA,NA,NA,livH_2,NA,NA
NA,NA,NA,NA,rcsC_70,NA,NA
NA,NA,NA,NA,larE,NA,NA
NA,NA,NA,NA,ileS_1,NA,NA
NA,NA,NA,NA,bepA_7,NA,NA
NA,NA,NA,NA,cysE_2,NA,NA
NA,NA,NA,NA,glcP,NA,NA
NA,NA,NA,NA,todB_2,NA,NA
NA,NA,NA,NA,fur,NA,NA
NA,NA,NA,NA,xerC_15,NA,NA
NA,NA,NA,NA,pknD_34,NA,NA
NA,NA,NA,NA,rplL,NA,NA
NA,NA,NA,NA,rplJ,NA,NA
NA,NA,NA,NA,rplA,NA,NA
NA,NA,NA,NA,rplK,NA,NA
NA,NA,NA,NA,nusG,NA,NA
NA,NA,NA,NA,rplS,NA,NA
NA,NA,NA,NA,pimA,NA,NA
NA,NA,NA,NA,mdtC_3,NA,NA
NA,NA,NA,NA,macA_2,NA,NA
NA,NA,NA,NA,cpeS2,NA,NA
NA,NA,NA,NA,dfa5_4,NA,NA
NA,NA,NA,NA,dfa3_3,NA,NA
NA,NA,NA,NA,coaX,NA,NA
NA,NA,NA,NA,argH,NA,NA
NA,NA,NA,NA,larB,NA,NA
NA,NA,NA,NA,ispF,NA,NA
NA,NA,NA,NA,trmD,NA,NA
NA,NA,NA,NA,cphB_2,NA,NA
NA,NA,NA,NA,cphA,NA,NA
NA,NA,NA,NA,tatAy,NA,NA
NA,NA,NA,NA,pknD_35,NA,NA
NA,NA,NA,NA,cbiT,NA,NA
NA,NA,NA,NA,rhaS_6,NA,NA
NA,NA,NA,NA,dps_4,NA,NA
NA,NA,NA,NA,recG,NA,NA
NA,NA,NA,NA,tsf,NA,NA
NA,NA,NA,NA,rpsB,NA,NA
NA,NA,NA,NA,arnC_9,NA,NA
NA,NA,NA,NA,argG,NA,NA
NA,NA,NA,NA,rpsF,NA,NA
NA,NA,NA,NA,glyA,NA,NA
NA,NA,NA,NA,cinA,NA,NA
NA,NA,NA,NA,rbsK,NA,NA
NA,NA,NA,NA,tadA_3,NA,NA
NA,NA,NA,NA,nudF_2,NA,NA
NA,NA,NA,NA,gatD,NA,NA
NA,NA,NA,NA,leuA_2,NA,NA
